filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20200626_221027.jpg,640,480,Green Traffic Light,85.0,171.0,125.0,258.0
IMG_20200626_221027.jpg,640,480,Stop Sign,134.0,171.0,189.0,229.0
IMG_20200626_221027.jpg,640,480,Red Traffic Light,203.0,173.0,248.0,268.0
IMG_20200626_221027.jpg,640,480,Straight Or Left Sign,262.0,176.0,324.0,237.0
IMG_20200626_221027.jpg,640,480,Straight Or Right Sign,339.0,177.0,408.0,241.0
IMG_20200626_221027.jpg,640,480,Speed Limit 25,431.0,176.0,510.0,263.0
IMG_20200626_221027.jpg,640,480,Speed Limit 50,528.0,179.0,626.0,274.0
IMG_20200624_192833.jpg,640,480,Red Traffic Light,166.0,151.0,213.0,254.0
IMG_20200624_192833.jpg,640,480,Straight Or Right Sign,257.0,151.0,321.0,215.0
IMG_20200624_192833.jpg,640,480,Speed Limit 50,336.0,155.0,394.0,221.0
IMG_20200624_192833.jpg,640,480,Stop Sign,419.0,157.0,474.0,207.0
IMG_20200626_220524.jpg,640,480,Speed Limit 25,151.0,153.0,220.0,231.0
IMG_20200626_220524.jpg,640,480,Stop Sign,245.0,158.0,307.0,218.0
IMG_20200626_220524.jpg,640,480,Straight Or Right Sign,330.0,162.0,392.0,223.0
IMG_20200626_220524.jpg,640,480,Red Traffic Light,429.0,168.0,478.0,261.0
IMG_20200807_125319.jpg,640,480,Stop Sign,152.0,159.0,227.0,230.0
IMG_20200807_125319.jpg,640,480,Speed Limit 50,257.0,160.0,332.0,247.0
IMG_20200807_125319.jpg,640,480,Straight Or Left Sign,353.0,161.0,418.0,230.0
IMG_20200807_125319.jpg,640,480,Red Traffic Light,433.0,166.0,480.0,263.0
IMG_20200701_204009.jpg,640,480,Straight Or Left Sign,77.0,114.0,264.0,296.0
IMG_20200701_204009.jpg,640,480,Straight Or Right Sign,402.0,120.0,574.0,291.0
IMG_20200624_181642.jpg,640,480,Red Traffic Light,209.0,189.0,241.0,253.0
IMG_20200624_181642.jpg,640,480,Green Traffic Light,271.0,195.0,304.0,263.0
IMG_20200624_181642.jpg,640,480,Speed Limit 25,328.0,191.0,372.0,242.0
IMG_20200624_181642.jpg,640,480,Speed Limit 35,403.0,191.0,444.0,240.0
IMG_20200626_220713.jpg,640,480,Speed Limit 25,101.0,155.0,221.0,301.0
IMG_20200626_220713.jpg,640,480,Stop Sign,275.0,160.0,390.0,272.0
IMG_20200626_220713.jpg,640,480,Red Traffic Light,436.0,166.0,519.0,344.0
IMG_20200624_224217.jpg,640,480,Green Traffic Light,52.0,147.0,102.0,242.0
IMG_20200624_224217.jpg,640,480,Speed Limit 50,130.0,147.0,193.0,219.0
IMG_20200624_224217.jpg,640,480,Speed Limit 35,222.0,147.0,277.0,216.0
IMG_20200624_224217.jpg,640,480,Speed Limit 25,297.0,152.0,350.0,220.0
IMG_20200624_224217.jpg,640,480,Stop Sign,372.0,156.0,420.0,208.0
IMG_20200624_224217.jpg,640,480,Red Traffic Light,425.0,157.0,462.0,234.0
IMG_20200624_224217.jpg,640,480,Straight Or Left Sign,520.0,164.0,569.0,213.0
IMG_20200701_204504.jpg,640,480,Speed Limit 25,31.0,137.0,166.0,297.0
IMG_20200701_204504.jpg,640,480,Straight Or Left Sign,193.0,138.0,319.0,262.0
IMG_20200701_204504.jpg,640,480,Stop Sign,353.0,133.0,471.0,254.0
IMG_20200701_204504.jpg,640,480,Green Traffic Light,505.0,137.0,589.0,324.0
IMG_20200807_130138.jpg,640,480,Speed Limit 50,168.0,144.0,223.0,212.0
IMG_20200807_130138.jpg,640,480,Straight Or Left Sign,273.0,151.0,320.0,199.0
IMG_20200626_220902.jpg,640,480,Straight Or Right Sign,190.0,180.0,271.0,251.0
IMG_20200626_220902.jpg,640,480,Straight Or Left Sign,335.0,186.0,407.0,254.0
IMG_20200807_124718.jpg,640,480,Straight Or Left Sign,33.0,149.0,87.0,207.0
IMG_20200807_124718.jpg,640,480,Speed Limit 50,93.0,149.0,155.0,227.0
IMG_20200807_124718.jpg,640,480,Red Traffic Light,166.0,154.0,210.0,251.0
IMG_20200807_124718.jpg,640,480,Stop Sign,221.0,154.0,283.0,219.0
IMG_20200807_124718.jpg,640,480,Green Traffic Light,298.0,160.0,343.0,265.0
IMG_20200807_124718.jpg,640,480,Straight Or Right Sign,357.0,162.0,427.0,231.0
IMG_20200807_124718.jpg,640,480,Speed Limit 25,437.0,164.0,520.0,256.0
IMG_20200807_124718.jpg,640,480,Speed Limit 35,532.0,166.0,632.0,265.0
IMG_20200624_220210.jpg,640,480,Speed Limit 35,13.0,149.0,101.0,238.0
IMG_20200624_220210.jpg,640,480,Stop Sign,109.0,134.0,171.0,192.0
IMG_20200624_220210.jpg,640,480,Straight Or Right Sign,191.0,131.0,247.0,185.0
IMG_20200624_220210.jpg,640,480,Red Traffic Light,269.0,132.0,306.0,214.0
IMG_20200624_220210.jpg,640,480,Speed Limit 50,341.0,128.0,396.0,192.0
IMG_20200624_220210.jpg,640,480,Straight Or Left Sign,420.0,135.0,472.0,185.0
IMG_20200624_220210.jpg,640,480,Speed Limit 25,489.0,140.0,553.0,208.0
IMG_20200624_220210.jpg,640,480,Green Traffic Light,578.0,150.0,634.0,232.0
IMG_20200624_221347.jpg,640,480,Stop Sign,32.0,140.0,135.0,235.0
IMG_20200624_221347.jpg,640,480,Speed Limit 50,154.0,146.0,238.0,248.0
IMG_20200624_221347.jpg,640,480,Speed Limit 35,248.0,146.0,318.0,237.0
IMG_20200624_221347.jpg,640,480,Speed Limit 25,323.0,150.0,383.0,237.0
IMG_20200624_221347.jpg,640,480,Green Traffic Light,391.0,155.0,427.0,252.0
IMG_20200624_221347.jpg,640,480,Red Traffic Light,438.0,154.0,470.0,248.0
IMG_20200624_221347.jpg,640,480,Straight Or Right Sign,478.0,151.0,520.0,208.0
IMG_20200624_221347.jpg,640,480,Straight Or Left Sign,539.0,156.0,572.0,206.0
IMG_20200624_181717.jpg,640,480,Straight Or Right Sign,129.0,201.0,230.0,281.0
IMG_20200624_181717.jpg,640,480,Stop Sign,257.0,153.0,329.0,225.0
IMG_20200624_181717.jpg,640,480,Straight Or Left Sign,363.0,135.0,423.0,197.0
IMG_20200624_181717.jpg,640,480,Speed Limit 50,465.0,136.0,543.0,206.0
IMG_20200807_124640.jpg,640,480,Straight Or Left Sign,168.0,184.0,201.0,217.0
IMG_20200807_124640.jpg,640,480,Speed Limit 50,206.0,184.0,241.0,226.0
IMG_20200807_124640.jpg,640,480,Red Traffic Light,249.0,188.0,274.0,238.0
IMG_20200807_124640.jpg,640,480,Stop Sign,279.0,188.0,312.0,220.0
IMG_20200807_124640.jpg,640,480,Green Traffic Light,321.0,190.0,343.0,242.0
IMG_20200807_124640.jpg,640,480,Straight Or Right Sign,349.0,190.0,382.0,223.0
IMG_20200807_124640.jpg,640,480,Speed Limit 25,385.0,190.0,419.0,233.0
IMG_20200807_124640.jpg,640,480,Speed Limit 35,425.0,192.0,461.0,231.0
IMG_20200807_130454.jpg,640,480,Red Traffic Light,141.0,122.0,195.0,235.0
IMG_20200807_130454.jpg,640,480,Stop Sign,287.0,137.0,334.0,190.0
IMG_20200626_220426.jpg,640,480,Green Traffic Light,146.0,167.0,189.0,260.0
IMG_20200626_220426.jpg,640,480,Straight Or Left Sign,221.0,169.0,283.0,226.0
IMG_20200626_220426.jpg,640,480,Speed Limit 50,291.0,170.0,354.0,243.0
IMG_20200626_220426.jpg,640,480,Speed Limit 35,375.0,171.0,437.0,243.0
IMG_20200624_184858.jpg,640,480,Straight Or Left Sign,38.0,146.0,107.0,209.0
IMG_20200624_184858.jpg,640,480,Speed Limit 50,148.0,151.0,213.0,227.0
IMG_20200624_184858.jpg,640,480,Speed Limit 35,236.0,153.0,308.0,239.0
IMG_20200624_184858.jpg,640,480,Stop Sign,351.0,161.0,415.0,222.0
IMG_20200624_184858.jpg,640,480,Green Traffic Light,461.0,169.0,507.0,261.0
IMG_20200624_184858.jpg,640,480,Speed Limit 25,552.0,171.0,617.0,242.0
IMG_20200807_125623.jpg,640,480,Straight Or Right Sign,212.0,178.0,253.0,220.0
IMG_20200807_125623.jpg,640,480,Speed Limit 25,267.0,177.0,313.0,232.0
IMG_20200807_125623.jpg,640,480,Green Traffic Light,327.0,180.0,357.0,244.0
IMG_20200807_125623.jpg,640,480,Speed Limit 35,372.0,176.0,418.0,232.0
IMG_20200624_221019.jpg,640,480,Speed Limit 50,79.0,143.0,138.0,218.0
IMG_20200624_221019.jpg,640,480,Green Traffic Light,200.0,147.0,242.0,240.0
IMG_20200624_221019.jpg,640,480,Speed Limit 35,297.0,139.0,369.0,231.0
IMG_20200624_221019.jpg,640,480,Speed Limit 25,386.0,145.0,433.0,200.0
IMG_20200624_221019.jpg,640,480,Red Traffic Light,499.0,146.0,552.0,258.0
IMG_20200807_125405.jpg,640,480,Speed Limit 25,286.0,135.0,362.0,228.0
IMG_20200624_175345.jpg,640,480,Speed Limit 50,11.0,120.0,110.0,232.0
IMG_20200624_175345.jpg,640,480,Green Traffic Light,136.0,138.0,185.0,245.0
IMG_20200624_175345.jpg,640,480,Stop Sign,219.0,143.0,284.0,209.0
IMG_20200624_175345.jpg,640,480,Speed Limit 35,300.0,151.0,352.0,221.0
IMG_20200624_175345.jpg,640,480,Speed Limit 25,395.0,154.0,448.0,232.0
IMG_20200624_175345.jpg,640,480,Red Traffic Light,449.0,166.0,477.0,234.0
IMG_20200624_175345.jpg,640,480,Straight Or Left Sign,495.0,164.0,552.0,221.0
IMG_20200624_175345.jpg,640,480,Straight Or Right Sign,556.0,167.0,607.0,219.0
IMG_20200807_125327.jpg,640,480,Stop Sign,203.0,161.0,246.0,204.0
IMG_20200807_125327.jpg,640,480,Speed Limit 50,261.0,163.0,308.0,214.0
IMG_20200807_125327.jpg,640,480,Straight Or Left Sign,320.0,165.0,358.0,204.0
IMG_20200807_125327.jpg,640,480,Red Traffic Light,369.0,168.0,396.0,228.0
IMG_20200626_220436.jpg,640,480,Green Traffic Light,108.0,177.0,193.0,350.0
IMG_20200626_220436.jpg,640,480,Straight Or Left Sign,261.0,170.0,355.0,280.0
IMG_20200626_220436.jpg,640,480,Speed Limit 50,368.0,173.0,467.0,287.0
IMG_20200626_220436.jpg,640,480,Speed Limit 35,485.0,172.0,572.0,278.0
IMG_20200624_220021.jpg,640,480,Speed Limit 35,10.0,169.0,79.0,245.0
IMG_20200624_220021.jpg,640,480,Stop Sign,85.0,186.0,164.0,257.0
IMG_20200624_220021.jpg,640,480,Straight Or Right Sign,181.0,185.0,257.0,260.0
IMG_20200624_220021.jpg,640,480,Speed Limit 50,267.0,166.0,320.0,228.0
IMG_20200624_220021.jpg,640,480,Red Traffic Light,333.0,179.0,376.0,272.0
IMG_20200624_220021.jpg,640,480,Speed Limit 25,398.0,182.0,473.0,269.0
IMG_20200624_220021.jpg,640,480,Straight Or Left Sign,491.0,169.0,549.0,225.0
IMG_20200624_220021.jpg,640,480,Green Traffic Light,563.0,189.0,624.0,295.0
IMG_20200807_130345.jpg,640,480,Green Traffic Light,205.0,100.0,283.0,275.0
IMG_20200807_130345.jpg,640,480,Speed Limit 35,401.0,99.0,486.0,223.0
IMG_20200807_125306.jpg,640,480,Green Traffic Light,292.0,85.0,356.0,230.0
IMG_20200807_125351.jpg,640,480,Speed Limit 25,238.0,84.0,386.0,252.0
IMG_20200807_125603.jpg,640,480,Stop Sign,284.0,83.0,392.0,193.0
IMG_20200807_130118.jpg,640,480,Speed Limit 50,200.0,127.0,275.0,224.0
IMG_20200807_130118.jpg,640,480,Straight Or Left Sign,352.0,125.0,435.0,207.0
IMG_20200807_130159.jpg,640,480,Red Traffic Light,220.0,80.0,306.0,260.0
IMG_20200807_130159.jpg,640,480,Stop Sign,351.0,78.0,468.0,195.0
IMG_20200626_220529.jpg,640,480,Speed Limit 25,111.0,145.0,222.0,278.0
IMG_20200626_220529.jpg,640,480,Stop Sign,260.0,152.0,346.0,241.0
IMG_20200626_220529.jpg,640,480,Straight Or Right Sign,375.0,159.0,447.0,240.0
IMG_20200626_220529.jpg,640,480,Red Traffic Light,475.0,165.0,532.0,276.0
IMG_20200807_125607.jpg,640,480,Straight Or Right Sign,140.0,173.0,217.0,248.0
IMG_20200807_125607.jpg,640,480,Speed Limit 25,242.0,173.0,323.0,269.0
IMG_20200807_125607.jpg,640,480,Green Traffic Light,346.0,181.0,399.0,292.0
IMG_20200807_125607.jpg,640,480,Speed Limit 35,423.0,179.0,504.0,269.0
IMG_20200807_125129.jpg,640,480,Speed Limit 50,295.0,109.0,369.0,202.0
IMG_20200624_223946.jpg,640,480,Straight Or Right Sign,12.0,183.0,73.0,238.0
IMG_20200624_223946.jpg,640,480,Green Traffic Light,125.0,177.0,162.0,252.0
IMG_20200624_223946.jpg,640,480,Speed Limit 50,192.0,179.0,247.0,242.0
IMG_20200624_223946.jpg,640,480,Speed Limit 35,281.0,179.0,335.0,242.0
IMG_20200624_223946.jpg,640,480,Speed Limit 25,360.0,179.0,412.0,243.0
IMG_20200624_223946.jpg,640,480,Red Traffic Light,470.0,184.0,510.0,265.0
IMG_20200624_223946.jpg,640,480,Straight Or Left Sign,559.0,186.0,621.0,242.0
IMG_20200624_220140.jpg,640,480,Speed Limit 35,5.0,189.0,77.0,275.0
IMG_20200624_220140.jpg,640,480,Stop Sign,119.0,187.0,178.0,244.0
IMG_20200624_220140.jpg,640,480,Straight Or Right Sign,201.0,187.0,255.0,243.0
IMG_20200624_220140.jpg,640,480,Red Traffic Light,280.0,191.0,315.0,271.0
IMG_20200624_220140.jpg,640,480,Speed Limit 50,348.0,189.0,403.0,250.0
IMG_20200624_220140.jpg,640,480,Straight Or Left Sign,427.0,196.0,478.0,244.0
IMG_20200624_220140.jpg,640,480,Speed Limit 25,496.0,202.0,558.0,269.0
IMG_20200624_220140.jpg,640,480,Green Traffic Light,587.0,212.0,636.0,292.0
IMG_20200624_181723.jpg,640,480,Red Traffic Light,79.0,126.0,159.0,253.0
IMG_20200624_181723.jpg,640,480,Green Traffic Light,249.0,166.0,314.0,295.0
IMG_20200624_181723.jpg,640,480,Speed Limit 25,340.0,123.0,424.0,214.0
IMG_20200624_181723.jpg,640,480,Speed Limit 35,451.0,107.0,530.0,188.0
IMG_20200624_184756.jpg,640,480,Straight Or Left Sign,10.0,170.0,83.0,238.0
IMG_20200624_184756.jpg,640,480,Speed Limit 25,119.0,172.0,186.0,248.0
IMG_20200624_184756.jpg,640,480,Speed Limit 35,231.0,170.0,302.0,255.0
IMG_20200624_184756.jpg,640,480,Red Traffic Light,332.0,176.0,369.0,257.0
IMG_20200624_184756.jpg,640,480,Green Traffic Light,449.0,177.0,488.0,267.0
IMG_20200624_184756.jpg,640,480,Straight Or Right Sign,559.0,175.0,627.0,240.0
IMG_20200624_175400.jpg,640,480,Speed Limit 50,80.0,180.0,118.0,240.0
IMG_20200624_175400.jpg,640,480,Green Traffic Light,164.0,186.0,188.0,254.0
IMG_20200624_175400.jpg,640,480,Stop Sign,186.0,188.0,228.0,236.0
IMG_20200624_175400.jpg,640,480,Speed Limit 25,270.0,200.0,322.0,273.0
IMG_20200624_175400.jpg,640,480,Straight Or Left Sign,376.0,211.0,429.0,278.0
IMG_20200624_175400.jpg,640,480,Red Traffic Light,478.0,208.0,520.0,293.0
IMG_20200624_175400.jpg,640,480,Straight Or Right Sign,525.0,219.0,612.0,300.0
IMG_20200807_130114.jpg,640,480,Speed Limit 50,201.0,150.0,288.0,256.0
IMG_20200807_130114.jpg,640,480,Straight Or Left Sign,373.0,153.0,460.0,234.0
IMG_20200807_130108-1.jpg,640,480,Green Traffic Light,207.0,92.0,279.0,247.0
IMG_20200807_130108-1.jpg,640,480,Speed Limit 35,355.0,88.0,462.0,215.0
IMG_20200624_184718.jpg,640,480,Straight Or Left Sign,18.0,176.0,86.0,239.0
IMG_20200624_184718.jpg,640,480,Speed Limit 25,123.0,176.0,189.0,252.0
IMG_20200624_184718.jpg,640,480,Straight Or Right Sign,240.0,179.0,310.0,247.0
IMG_20200624_184718.jpg,640,480,Red Traffic Light,342.0,180.0,379.0,262.0
IMG_20200624_184718.jpg,640,480,Speed Limit 50,430.0,178.0,486.0,239.0
IMG_20200624_184718.jpg,640,480,Stop Sign,553.0,183.0,622.0,243.0
IMG_20200807_125640.jpg,640,480,Red Traffic Light,307.0,113.0,385.0,275.0
IMG_20200807_125116.jpg,640,480,Speed Limit 50,234.0,103.0,385.0,286.0
IMG_20200807_130148.jpg,640,480,Red Traffic Light,88.0,29.0,260.0,381.0
IMG_20200807_130148.jpg,640,480,Stop Sign,357.0,31.0,594.0,261.0
IMG_20200807_130133.jpg,640,480,Speed Limit 50,240.0,166.0,287.0,224.0
IMG_20200807_130133.jpg,640,480,Straight Or Left Sign,332.0,170.0,378.0,217.0
IMG_20200807_125210.jpg,640,480,Speed Limit 35,250.0,101.0,353.0,230.0
IMG_20200624_175713.jpg,640,480,Speed Limit 35,29.0,141.0,137.0,269.0
IMG_20200624_175713.jpg,640,480,Straight Or Left Sign,191.0,155.0,283.0,245.0
IMG_20200624_175713.jpg,640,480,Speed Limit 25,349.0,160.0,442.0,275.0
IMG_20200624_175713.jpg,640,480,Red Traffic Light,518.0,171.0,590.0,308.0
IMG_20200701_204415.jpg,640,480,Speed Limit 35,16.0,141.0,112.0,253.0
IMG_20200701_204415.jpg,640,480,Speed Limit 50,131.0,144.0,221.0,255.0
IMG_20200701_204415.jpg,640,480,Green Traffic Light,242.0,149.0,300.0,283.0
IMG_20200701_204415.jpg,640,480,Speed Limit 25,332.0,146.0,418.0,257.0
IMG_20200701_204415.jpg,640,480,Straight Or Left Sign,439.0,150.0,522.0,235.0
IMG_20200701_204415.jpg,640,480,Stop Sign,545.0,151.0,629.0,233.0
IMG_20200807_125025.jpg,640,480,Straight Or Left Sign,299.0,122.0,370.0,194.0
IMG_20200624_181701.jpg,640,480,Straight Or Right Sign,31.0,139.0,108.0,211.0
IMG_20200624_181701.jpg,640,480,Stop Sign,178.0,132.0,251.0,203.0
IMG_20200624_181701.jpg,640,480,Straight Or Left Sign,316.0,147.0,390.0,213.0
IMG_20200624_181701.jpg,640,480,Speed Limit 50,443.0,175.0,558.0,285.0
IMG_20200624_193243.jpg,640,480,Speed Limit 35,9.0,152.0,83.0,234.0
IMG_20200624_193243.jpg,640,480,Red Traffic Light,118.0,149.0,158.0,231.0
IMG_20200624_193243.jpg,640,480,Straight Or Right Sign,184.0,149.0,235.0,203.0
IMG_20200624_193243.jpg,640,480,Speed Limit 50,245.0,163.0,313.0,243.0
IMG_20200624_193243.jpg,640,480,Stop Sign,346.0,167.0,412.0,230.0
